,text,Mapping,word_count,unique_wordcount,mean_word_length,tweet_length,url_count,hashtags,mention_count,stopwords,punctuation_count,text_Adjectives,Processed_Text
771,I see where Farrah gets her rudeness from. Her mother was as horrible to Dr Drew tonight  as she was. These women need help #TeenMomOG,0,25,24,4.36,134,0,1,0,10,3,horrible,i see where farrah gets her rudeness from her mother was as horrible to dr drew tonight  as she was these women need help teenmomog
772,Support your local #firefighters to help ensure they are able to carry out their job tonight without fear of attack or harassment. #nifrs,2,23,22,5.0,137,0,1,0,9,3,local able,support your local firefighters to help ensure they are able to carry out their job tonight without fear of attack or harassment nifrs
773,@user @user @user @user @user Being #gay is not an #Whatsupwiththat #nike #adidas #??,0,14,10,5.14,85,0,1,1,4,12,adidas,     being gay is not an whatsupwiththat nike adidas 
774,"@user Probably, the way you converse...sounds funny, and I can't suppress a giggle. 😊",1,14,14,5.14,85,0,0,1,6,8,funny, probably the way you conversesounds funny and i cant suppress a giggle 😊
775,"@user 'call to action by TV host John Oliver, who urged viewers to leave comments expressing their displeasure at the FCC's policies.",3,22,21,5.09,133,0,0,1,7,5,, call to action by tv host john oliver who urged viewers to leave comments expressing their displeasure at the fccs policies
776,@user Hahaha @user almost fell off the sofa laughing at that point. The wee jump he did as if he was scared too 😭,1,24,22,3.75,113,0,0,1,12,3,wee 😭, hahaha  almost fell off the sofa laughing at that point the wee jump he did as if he was scared too 😭
777,@user Truly dreadful,3,3,3,6.0,20,0,0,1,0,1,dreadful, truly dreadful
778,@user thnx fan 😂,1,4,4,3.25,16,0,0,1,0,1,thnx, thnx fan 😂
779,"Rage, rage against the dying of the light",0,8,7,4.25,41,0,0,0,4,1,,rage rage against the dying of the light
780,"WTF is happening with @user sale website. Lost my order, other order is going to someone else with me paying #raging",0,21,19,4.57,116,0,1,1,9,4,user other,wtf is happening with  sale website lost my order other order is going to someone else with me paying raging
781,Free yourself from the poisonous and laborious burden of holding a grudge. @user #quote,2,14,14,5.29,87,0,1,1,6,3,Free poisonous laborious user,free yourself from the poisonous and laborious burden of holding a grudge  quote
782,"Vegas, you won.",1,3,3,4.33,15,0,0,0,1,2,,vegas you won
783,Chicks I don't even talk to look up to me. #flattered,1,11,10,3.91,53,0,1,0,5,3,,chicks i dont even talk to look up to me flattered
784,@user @user Did you see it?  It's literally all porn.  Does she really work for huff post?,0,17,16,4.24,90,0,0,1,7,6,,  did you see it  its literally all porn  does she really work for huff post
785,@user it's awful!,0,3,3,5.0,17,0,0,1,1,3,awful, its awful
786,@user Haha nightmare,3,3,3,6.0,20,0,0,1,0,1,, haha nightmare
787,also had a dream i got to see my friend who's at basic rn and woke up super sad because i won't see her until next summer.. :(,3,28,26,3.54,126,0,0,0,15,6,basic super next,also had a dream i got to see my friend whos at basic rn and woke up super sad because i wont see her until next summer 
788,I think I have to finally admit that I need to see a dentist 😢 little bit toothache last night 😓 #fear #scared #phobia,3,24,21,3.96,118,0,1,0,8,3,little last fear scared,i think i have to finally admit that i need to see a dentist 😢 little bit toothache last night 😓 fear scared phobia
789,"@user --been a damn sight better!' Grisk poked Grillby's chest, a low snarl leaving him.",3,15,14,4.93,88,0,0,1,2,8,low, been a damn sight better grisk poked grillbys chest a low snarl leaving him
790,just watched @user on Love on @user #hilarious,1,8,6,4.88,46,0,1,1,3,3,hilarious,just watched  on love on  hilarious
791,@user Happy #blissful birthday,1,4,4,6.75,30,0,1,1,0,2,Happy blissful, happy blissful birthday
792,Hey @user #imwearingyourshirt today!! #humbleandkind  #awesomeness #timmcgraw #wqmx @user @user @user,1,11,8,8.18,101,0,1,1,0,11,humbleandkind awesomeness timmcgraw wqmx,hey  imwearingyourshirt today humbleandkind  awesomeness timmcgraw wqmx   
793,'The prayer of the feeblest saint is a terror to Satan.'\n(Oswald Chambers),2,12,12,5.33,75,0,0,0,5,5,,the prayer of the feeblest saint is a terror to satannoswald chambers
794,"“When the people fear the government there is tyranny, when the government fears the people there is liberty.”―Thomas Jefferson",2,19,12,5.74,127,0,0,0,9,2,tyranny liberty.,“when the people fear the government there is tyranny when the government fears the people there is liberty”―thomas jefferson
795,Internet 😠 Waiting 15 minutes for my Snapchat to update and it's only a fraction done.,0,16,16,4.44,86,0,0,0,7,2,,internet 😠 waiting  minutes for my snapchat to update and its only a fraction done
796,It's so sad when you talk so highly of someone then they end up disappointing u and making u look like a pendeja,3,23,21,3.91,112,0,0,0,12,1,sad disappointing u u,its so sad when you talk so highly of someone then they end up disappointing u and making u look like a pendeja
797,@user Which are sensible terror attacks parnab da???,0,8,8,5.62,52,0,0,1,2,4,sensible, which are sensible terror attacks parnab da
798,Before... I fear of not having you in my life... Now... I fear of letting you back into my life. #fears,3,21,16,3.95,103,0,1,0,12,11,,before i fear of not having you in my life now i fear of letting you back into my life fears
799,"@user wait, I saw this tweet and thought he was joking... He was serious?? 😂😂😂",0,15,14,4.27,78,0,0,1,7,7,user serious, wait i saw this tweet and thought he was joking he was serious 😂😂😂
800,@user @user @user I so love @user means @user very bright people,1,12,8,4.42,64,0,0,1,3,5,@ user bright,   i so love  means  very bright people
801,Fucк me on KIK guys : hhorny18\n #dick #sex #womensbodies  #snapme #sexting #xxx,0,13,13,5.15,80,0,1,0,2,7,dick snapme,fucк me on kik guys  hhornyn dick sex womensbodies  snapme sexting xxx
802,Doug Beattie joked on twitter once upon a time about putting Afghan people in 'body bags'. Hard to take this outrage seriously @user,0,23,23,4.78,132,0,0,1,7,4,,doug beattie joked on twitter once upon a time about putting afghan people in body bags hard to take this outrage seriously 
803,45 admits that decisions are harder when you sit in the Oval Office.  #dumbasastick #terrifying,0,15,15,5.33,95,0,1,0,6,3,dumbasastick, admits that decisions are harder when you sit in the oval office  dumbasastick terrifying
804,"*perusing the menu* I would like a green tea shake, please, with no whipped cream, but dusted with matcha. And perhaps a straw?",1,23,21,4.57,127,0,0,0,11,7,green whipped,perusing the menu i would like a green tea shake please with no whipped cream but dusted with matcha and perhaps a straw
805,"When I watch sport at times Andy Murray/rugby, it would be best for me to go into a sound proof box. #animated 😂 😂",1,24,23,3.79,114,0,1,0,11,4,,when i watch sport at times andy murrayrugby it would be best for me to go into a sound proof box animated 😂 😂
806,Ten: Amazing the snap power @user gets off such a short back-swing! #threat @user Rd of 16 #ATP 🎾🎾,1,19,18,4.21,98,0,1,1,5,7,snap such short,ten amazing the snap power  gets off such a short backswing threat  rd of  atp 🎾🎾
807,let's do an action for #AmaranthYatra  Stand against this type of #shamless #activity give a one voice to against #terrorism #india,2,21,20,5.24,131,0,1,0,10,6,shamless,lets do an action for amaranthyatra  stand against this type of shamless activity give a one voice to against terrorism india
808,"@user No one is above the law, if there is suspicion that a soldier did something wrong, why shouldn't they be held accountable?",0,23,22,4.61,128,0,0,1,14,5,wrong accountable, no one is above the law if there is suspicion that a soldier did something wrong why shouldnt they be held accountable
809,Happy birthday @user i miss you tons + i'm so excited to be back in florida to hear all about Turkey + to have our 🌮dates!! 💛🎉,1,27,24,3.7,126,0,0,1,13,6,Happy i excited,happy birthday  i miss you tons  im so excited to be back in florida to hear all about turkey  to have our 🌮dates 💛🎉
810,@user @user We need to get you out of there and relocated to somewhere that isn't afraid of sunshine.,2,19,16,4.37,101,0,0,1,12,4,@ afraid,  we need to get you out of there and relocated to somewhere that isnt afraid of sunshine
811,"i had to break it, the world is raging on",0,10,10,3.2,41,0,0,0,6,1,,i had to break it the world is raging on
812,@user Hats off your excellent Tetris like ability to pack 5000 passengers into a 2  carriage train on rush hour. #awkwardorgy #bitter,0,22,22,5.05,133,0,1,1,7,4,excellent rush awkwardorgy, hats off your excellent tetris like ability to pack  passengers into a   carriage train on rush hour awkwardorgy bitter
813,Have to go to a occupational services place for a drug test. Yet they don't know what the heck is going on. Just great! #blah #😡,0,26,24,3.96,128,0,1,0,12,6,occupational great blah,have to go to a occupational services place for a drug test yet they dont know what the heck is going on just great blah 😡
814,@user Too true- my logic was blinded by outrage ......,0,10,10,4.5,54,0,0,1,4,8,@ true-, too true my logic was blinded by outrage 
815,Black people music always has that awful little tstsststsststss sound it really bothers me.,0,14,14,5.57,91,0,0,0,3,1,awful little,black people music always has that awful little tstsststsststss sound it really bothers me
816,@user @user @user Are u serious ?!?! Wow 😳,1,9,7,3.78,42,0,0,1,1,7,serious,   are u serious  wow 😳
817,Today I'm #grateful for\n\nMy car\nMy phone\nMy thumbs\nGoing on walks\n@Twitter \n\nWhat are you grateful for today?,1,15,15,6.87,117,0,1,1,5,4,grateful grateful,today im grateful fornnmy carnmy phonenmy thumbsngoing on walksn nnwhat are you grateful for today
818,So it's a proper test match Day-2 now :) ttv' s team responds to yesterday's attack from #AIADMKMERGER team:) #entertaining to be honest,1,23,22,4.96,136,0,1,0,7,10,proper s,so its a proper test match day now  ttv s team responds to yesterdays attack from aiadmkmerger team entertaining to be honest
819,@user @user I'm in tears. This is so heartbreaking 😭,3,10,9,4.3,52,0,0,1,5,4,heartbreaking,  im in tears this is so heartbreaking 😭
820,@user Know how much in movie sales now&amp; forever in the future that the actors &amp; singers talking their crap about Trump Americans lost?,0,24,22,4.96,142,0,0,1,8,6,@ much, know how much in movie sales nowamp forever in the future that the actors amp singers talking their crap about trump americans lost
821,we mourn the death of our hopes today #james,3,9,9,4.0,44,0,1,0,4,1,,we mourn the death of our hopes today james
822,@user I wonder if she's married at all or frustrated 😠 with men she came across,0,16,16,4.0,79,0,0,1,8,2,, i wonder if shes married at all or frustrated 😠 with men she came across
823,@user So funny!!!!!!!!! #lol   #clever,1,5,5,6.4,38,0,1,1,1,12,funny lol, so funny lol   clever
824,@user Horrible CNN interview.  U can't talk urself out if a paper bag. U don't even buy the crap that was coming out of ur mouth. 👎,0,27,25,3.85,131,0,0,1,10,6,ur, horrible cnn interview  u cant talk urself out if a paper bag u dont even buy the crap that was coming out of ur mouth 👎
825,Should I change my layout too? This one looks pretty depressed 😂,3,12,12,4.42,64,0,0,0,4,1,depressed,should i change my layout too this one looks pretty depressed 😂
826,"@user Not just SATS. GCSE as well lost 5 marks because missed a coma, answer correct #annoyed",0,17,17,4.53,93,0,1,1,5,4,correct annoyed, not just sats gcse as well lost  marks because missed a coma answer correct annoyed
827,@user It just reminds us of the 90s &amp; early 00s. 'I'll have a pinot grigio' still makes us shudder.,3,20,19,4.2,103,0,0,1,6,8,early, it just reminds us of the s amp early s ill have a pinot grigio still makes us shudder
828,I think I have anger issues 😐,0,7,6,3.29,29,0,0,0,3,0,,i think i have anger issues 😐
829,"@user Tried it once. Poured into the sink. Didn't bother to make tasting notes :-) Looks like cheap sake, tasted like it too...",0,23,21,4.57,127,0,0,1,8,11,tasting cheap, tried it once poured into the sink didnt bother to make tasting notes  looks like cheap sake tasted like it too
